query_id,query_text,document_title,document_text,document_text_with_emphasis,relevant,relevant_str,guard_passed_gpt-4o-mini,guard_latency_gpt-4o-mini
Q387,how much time can store on dvd dl,DVD,"DVD is an optical disc storage format, invented and developed by Philips , Sony , Toshiba , and Panasonic in 1995. DVDs offer higher storage capacity than compact discs while having the same dimensions. Pre-recorded DVDs are mass-produced using molding machines that physically stamp data onto the DVD. Such discs are known as DVD- ROM , because data can only be read and not written nor erased. Blank recordable DVD discs ( DVD-R and DVD+R ) can be recorded once using a DVD recorder and then function as a DVD-ROM. Rewritable DVDs ( DVD-RW , DVD+RW , and DVD-RAM ) can be recorded and erased multiple times. DVDs are used in DVD-Video consumer digital video format and in DVD-Audio consumer digital audio format, as well as for authoring AVCHD discs . DVDs containing other types of information may be referred to as DVD data discs.","DVD is an optical disc storage format, invented and developed by Philips , Sony , Toshiba , and Panasonic in 1995. DVDs offer higher storage capacity than compact discs while having the same dimensions. Pre-recorded DVDs are mass-produced using molding machines that physically stamp data onto the DVD. Such discs are known as DVD- ROM , because data can only be read and not written nor erased. Blank recordable DVD discs ( DVD-R and DVD+R ) can be recorded once using a DVD recorder and then function as a DVD-ROM. Rewritable DVDs ( DVD-RW , DVD+RW , and DVD-RAM ) can be recorded and erased multiple times. DVDs are used in DVD-Video consumer digital video format and in DVD-Audio consumer digital audio format, as well as for authoring AVCHD discs . DVDs containing other types of information may be referred to as DVD data discs.",false,unrelated,unrelated,3.2674731250008335
Q2422,What is Denver's oldest operating hotel?,"Brown Palace Hotel (Denver, Colorado)","Brown Palace Interior and Atrium Brown Palace Hotel is the second-oldest operating hotel in Denver, Colorado and is one of the first atrium-style hotel ever built. It is now operated by Quorum Hotels and Resorts. It was built in 1892, one year later than the Oxford Hotel . It was named for its original owner, Henry C. Brown, and was designed with its odd triangular shape by architect Frank Edbrooke . The hotel is located at 321 17th St, Denver, CO between 17th Street, Broadway and Tremont Street/Pl in downtown Denver behind the Republic Plaza . The main entrance door is on Tremont Street.","Brown Palace Interior and Atrium Brown Palace Hotel is the second-oldest operating hotel in Denver, Colorado and is one of the first atrium-style hotel ever built. It is now operated by Quorum Hotels and Resorts. It was built in 1892, one year later than the Oxford Hotel . It was named for its original owner, Henry C. Brown, and was designed with its odd triangular shape by architect Frank Edbrooke . The hotel is located at 321 17th St, Denver, CO between 17th Street, Broadway and Tremont Street/Pl in downtown Denver behind the Republic Plaza . The main entrance door is on Tremont Street.",false,unrelated,unrelated,3.2436265840005944
Q2760,what was the first police department in the United states?,Law enforcement in the United States,"Officers from US Customs and Border Protection boarding a ship Law enforcement in the United States is one of three major components of the criminal justice system of the United States , along with courts and corrections . Although there exists an inherent interrelatedness between the different groups that make up the criminal justice system based on their crime deterrence purpose, each component operates independently from one another. However, the judiciary is vested with the power to make legal determinations regarding the conduct of the other two components. Apart from maintaining order and service functions, the purpose of policing is the investigation of suspected criminal activity and the referral of the results of investigations and of suspected criminals to the courts. Law enforcement, to varying degrees at different levels of government and in different agencies, is also commonly charged with the responsibilities of deterring criminal activity and of preventing the successful commission of crimes in progress; the service and enforcement of warrants , writs and other orders of the courts. Law enforcement agencies are also involved in providing first response to emergencies and other threats to public safety ; the protection of certain public facilities and infrastructure ; the maintenance of public order; the protection of public officials; and the operation of some correctional facilities (usually at the local level).","Officers from US Customs and Border Protection boarding a ship Law enforcement in the United States is one of three major components of the criminal justice system of the United States , along with courts and corrections . Although there exists an inherent interrelatedness between the different groups that make up the criminal justice system based on their crime deterrence purpose, each component operates independently from one another. However, the judiciary is vested with the power to make legal determinations regarding the conduct of the other two components. Apart from maintaining order and service functions, the purpose of policing is the investigation of suspected criminal activity and the referral of the results of investigations and of suspected criminals to the courts. Law enforcement, to varying degrees at different levels of government and in different agencies, is also commonly charged with the responsibilities of deterring criminal activity and of preventing the successful commission of crimes in progress; the service and enforcement of warrants , writs and other orders of the courts. Law enforcement agencies are also involved in providing first response to emergencies and other threats to public safety ; the protection of certain public facilities and infrastructure ; the maintenance of public order; the protection of public officials; and the operation of some correctional facilities (usually at the local level).",false,unrelated,unrelated,2.2463472919989727
Q420,how much total wealth in USA,Wealth in the United States,"Wealth in the United States is commonly measured in terms of net worth , which is the sum of all assets , including home equity , minus all liabilities . The total net worth of US households and nonprofit organizations 1945–2009, unadjusted for inflation or population change. For example, a household in possession of an $800,000 house, $5,000 in mutual funds, $30,000 in cars, $20,000 worth of stock in their own company, and a $45,000 IRA would have assets totaling $900,000. Assuming that this household would have a $250,000 mortgage, $40,000 in car loans, and $10,000 in credit card debt, its debts would total $300,000. Subtracting the debts from the worth of this household's assets (900,000 - $300,000 = $600,000), this household would have a net worth of $600,000. Net worth can vary with fluctuations in value of the underlying assets. The wealth —more specifically, the median net worth—of households in the United States is varied with relation to race, education, geographic location and gender. As one would expect, households with greater income feature the highest net worths, though high income cannot be taken as an always accurate indicator of net worth. Overall the number of wealthier households is on the rise, with baby boomers hitting the highs of their careers. In addition, wealth is unevenly distributed, with the wealthiest 25% of US households owning 87% of the wealth in the United States, which was $54.2 trillion in 2009. Including human capital such as skills, the United Nations estimated the total wealth of the United States in 2008 to be $118 trillion.","Wealth in the United States is commonly measured in terms of net worth , which is the sum of all assets , including home equity , minus all liabilities . The total net worth of US households and nonprofit organizations 1945–2009, unadjusted for inflation or population change. For example, a household in possession of an $800,000 house, $5,000 in mutual funds, $30,000 in cars, $20,000 worth of stock in their own company, and a $45,000 IRA would have assets totaling $900,000. Assuming that this household would have a $250,000 mortgage, $40,000 in car loans, and $10,000 in credit card debt, its debts would total $300,000. Subtracting the debts from the worth of this household's assets (900,000 - $300,000 = $600,000), this household would have a net worth of $600,000. Net worth can vary with fluctuations in value of the underlying assets. The wealth —more specifically, the median net worth—of households in the United States is varied with relation to race, education, geographic location and gender. As one would expect, households with greater income feature the highest net worths, though high income cannot be taken as an always accurate indicator of net worth. Overall the number of wealthier households is on the rise, with baby boomers hitting the highs of their careers. In addition, wealth is unevenly distributed, with the wealthiest 25% of US households owning 87% of the wealth in the United States, which was $54.2 trillion in 2009. INCLUDING HUMAN CAPITAL SUCH AS SKILLS, THE UNITED NATIONS ESTIMATED THE TOTAL WEALTH OF THE UNITED STATES IN 2008 TO BE $118 TRILLION.",true,relevant,relevant,3.523613249999471
Q1754,what school did oprah winfrey help,Oprah Winfrey Leadership Academy for Girls,"The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa . The academy was founded by Oprah Winfrey with the goal of providing educational and leadership opportunities for academically gifted girls from impoverished backgrounds. Oprah Winfrey Leadership Academy for Girls","THE OPRAH WINFREY LEADERSHIP ACADEMY FOR GIRLS - SOUTH AFRICA IS A FEMALE BOARDING SCHOOL FOUNDED IN JANUARY 2007 AND LOCATED IN HENLEY ON KLIP NEAR MEYERTON , SOUTH OF JOHANNESBURG , SOUTH AFRICA . The academy was founded by Oprah Winfrey with the goal of providing educational and leadership opportunities for academically gifted girls from impoverished backgrounds. Oprah Winfrey Leadership Academy for Girls",true,relevant,relevant,2.4976962500004447
Q3025,who was the leader of the sons of liberty,Sons of Liberty,"1765 Broadside The Sons of Liberty was a group consisting of American patriots that originated in the pre-independence North American British colonies . The group was formed to protect the rights of the colonists and to take to the streets against the taxes by the British government. They are best known for undertaking the Boston Tea Party in 1773, which led to the Intolerable Acts (an intense crackdown by the British government), and a counter-mobilization by the Patriots.","1765 Broadside The Sons of Liberty was a group consisting of American patriots that originated in the pre-independence North American British colonies . The group was formed to protect the rights of the colonists and to take to the streets against the taxes by the British government. They are best known for undertaking the Boston Tea Party in 1773, which led to the Intolerable Acts (an intense crackdown by the British government), and a counter-mobilization by the Patriots.",false,unrelated,unrelated,2.5856032079973374
Q2950,what is the name of the episode in full house when uncle jesse locked michelle out,List of Full House episodes,"The following is a list of episodes for the television show Full House . In total, there were 192 episodes filmed for the show over the course of its eight seasons, from 1987 to 1995. Full House is a situation comedy which chronicles a widowed father's struggles of raising his three young daughters and the lives that they have touched. The patriarch of the family, Danny ( Bob Saget ), invites his brother-in-law Jesse ( John Stamos ) and his best friend Joey ( Dave Coulier ), to help raise his children ( Candace Cameron , Jodie Sweetin , and Mary Kate/Ashley Olsen ), after his wife was killed during an automobile accident involving a drunk driver. After episodes 88 and 89, Jesse marries Becky ( Lori Loughlin ), and they move into the attic. Then, after episodes 104 and 105, Becky and Jesse have twin boys named Nicky and Alex (Daniel and Kevin Renteria/Blake and Dylan Tuomy-Wilhoit). The series ends with episode 192, ""Michelle Rides Again Part 2"", when Michelle loses her memory and the family tries to restore it.","The following is a list of episodes for the television show Full House . In total, there were 192 episodes filmed for the show over the course of its eight seasons, from 1987 to 1995. Full House is a situation comedy which chronicles a widowed father's struggles of raising his three young daughters and the lives that they have touched. The patriarch of the family, Danny ( Bob Saget ), invites his brother-in-law Jesse ( John Stamos ) and his best friend Joey ( Dave Coulier ), to help raise his children ( Candace Cameron , Jodie Sweetin , and Mary Kate/Ashley Olsen ), after his wife was killed during an automobile accident involving a drunk driver. After episodes 88 and 89, Jesse marries Becky ( Lori Loughlin ), and they move into the attic. Then, after episodes 104 and 105, Becky and Jesse have twin boys named Nicky and Alex (Daniel and Kevin Renteria/Blake and Dylan Tuomy-Wilhoit). The series ends with episode 192, ""Michelle Rides Again Part 2"", when Michelle loses her memory and the family tries to restore it.",false,unrelated,unrelated,2.92911141699733
Q2127,what was the first oil company to operate at prudhoe bay,Prudhoe Bay Oil Field,"Caribou near Prudhoe Bay, 1973 Prudhoe Bay Oil Field is a large oil field on Alaska 's North Slope . It is the largest oil field in both the United States and in North America , covering and originally containing approximately of oil. The amount of recoverable oil in the field is more than double that of the next largest field in the United States, the East Texas oil field . The field is operated by BP ; partners are ExxonMobil and ConocoPhillips Alaska .","Caribou near Prudhoe Bay, 1973 Prudhoe Bay Oil Field is a large oil field on Alaska 's North Slope . It is the largest oil field in both the United States and in North America , covering and originally containing approximately of oil. The amount of recoverable oil in the field is more than double that of the next largest field in the United States, the East Texas oil field . The field is operated by BP ; partners are ExxonMobil and ConocoPhillips Alaska .",false,unrelated,relevant,3.309189375002461
Q576,how many innings in overtime in baseball,Innings,"An inning, or innings, is a fixed-length segment of a game in any of a variety of sports – most notably cricket and baseball during which one team attempts to score while the other team attempts to prevent the first from scoring. In cricket, the term innings is both singular and plural and is always spelled and pronounced with the terminal ""s"". In baseball and softball , the singular form is inning and only the plural takes an ""s"". In many other sports, the length of the game is dictated by a clock and teams swap offensive and defensive roles dynamically by taking possession of a ball or similar item. In baseball and cricket, however, one team, said to be ""batting"", attempts to score ""runs""—see run (baseball) and run (cricket) —while the other team, said to be ""fielding"", attempts to prevent the scoring of runs and get members of the batting team out. The teams switch places after the fielding team has succeeded in getting a fixed number of players out, making a clock unnecessary. In cricket, the term innings is also used to refer to the play of one particular player (Smith had a poor innings, scoring only 12). By extension, this term can be used in British English for almost any activity which takes a period of time (The Liberal government had a good innings, but finally lost office in 1972, or You've had a fair innings, now it's my turn, meaning ""you have spoken for long enough, now let me speak""). It is also used in reference to someone who has died at a reasonably old age or lived a rich and rewarding life (Ah, well. John was 89. At least he had a good innings). The baseball-derived parallel to this in American English is the term at bat . According to the Oxford English Dictionary , the term innings has been used in reference to cricket since at least 1735. As cricket was a mature, highly organized sport in the 1600s in England, the term's origin could well precede this first recorded usage. The word inning meaning 'a gathering in' is first recorded in 1522, and could be related.","An inning, or innings, is a fixed-length segment of a game in any of a variety of sports – most notably cricket and baseball during which one team attempts to score while the other team attempts to prevent the first from scoring. In cricket, the term innings is both singular and plural and is always spelled and pronounced with the terminal ""s"". In baseball and softball , the singular form is inning and only the plural takes an ""s"". In many other sports, the length of the game is dictated by a clock and teams swap offensive and defensive roles dynamically by taking possession of a ball or similar item. In baseball and cricket, however, one team, said to be ""batting"", attempts to score ""runs""—see run (baseball) and run (cricket) —while the other team, said to be ""fielding"", attempts to prevent the scoring of runs and get members of the batting team out. The teams switch places after the fielding team has succeeded in getting a fixed number of players out, making a clock unnecessary. In cricket, the term innings is also used to refer to the play of one particular player (Smith had a poor innings, scoring only 12). By extension, this term can be used in British English for almost any activity which takes a period of time (The Liberal government had a good innings, but finally lost office in 1972, or You've had a fair innings, now it's my turn, meaning ""you have spoken for long enough, now let me speak""). It is also used in reference to someone who has died at a reasonably old age or lived a rich and rewarding life (Ah, well. John was 89. At least he had a good innings). The baseball-derived parallel to this in American English is the term at bat . According to the Oxford English Dictionary , the term innings has been used in reference to cricket since at least 1735. As cricket was a mature, highly organized sport in the 1600s in England, the term's origin could well precede this first recorded usage. The word inning meaning 'a gathering in' is first recorded in 1522, and could be related.",false,unrelated,unrelated,3.258956208002928
Q130,How many states and territories are within India?,States and territories of India,India is a federal union of states comprising twenty-eight states and seven union territories . The states and territories are further subdivided into districts and so on.,INDIA IS A FEDERAL UNION OF STATES COMPRISING TWENTY-EIGHT STATES AND SEVEN UNION TERRITORIES . The states and territories are further subdivided into districts and so on.,true,relevant,relevant,2.5950135000020964
Q1622,what nationality is wendy williams,Wendy Williams,"Wendy Williams Hunter (born Wendy Joan Williams; July 18, 1964) is an American media personality , actress and author. She hosts a syndicated television talk show, The Wendy Williams Show . Prior to television, Williams was a "" shock jockette "" on several radio shows. Williams has gained notoriety for her on-air spats with celebrities. She was the subject of the 2006 VH1 reality TV series called The Wendy Williams Experience which broadcast events surrounding her radio show. She has written an autobiography and several other books, and has created a product line called Adorn by Wendy Williams.","WENDY WILLIAMS HUNTER (BORN WENDY JOAN WILLIAMS; JULY 18, 1964) IS AN AMERICAN MEDIA PERSONALITY , ACTRESS AND AUTHOR. She hosts a syndicated television talk show, The Wendy Williams Show . Prior to television, Williams was a "" shock jockette "" on several radio shows. Williams has gained notoriety for her on-air spats with celebrities. She was the subject of the 2006 VH1 reality TV series called The Wendy Williams Experience which broadcast events surrounding her radio show. She has written an autobiography and several other books, and has created a product line called Adorn by Wendy Williams.",true,relevant,relevant,1.4635117079960764
Q920,what forces are included in the coalition force,International Security Assistance Force,"The International Security Assistance Force (ISAF) is a NATO -led security mission in Afghanistan that was established by the United Nations Security Council in December 2001 by Resolution 1386 , as envisaged by the Bonn Agreement . Its main purpose is to train the Afghan National Security Forces (ANSF) and assist Afghanistan in rebuilding key government institutions but is also engaged in the 2001-present war with insurgent groups . ISAF was initially charged with securing Kabul and surrounding areas from the Taliban , al Qaeda and factional warlords, so as to allow for the establishment of the Afghan Transitional Administration headed by Hamid Karzai . In October 2003, the UN Security Council authorized the expansion of the ISAF mission throughout Afghanistan, and ISAF subsequently expanded the mission in four main stages over the whole of the country. From 2006 to 2011, ISAF had been involved in increasingly more intensive combat operations in southern and eastern Afghanistan. Troop contributors include from the United States , United Kingdom , NATO member states and a number of other countries . The intensity of the combat faced by contributing nations varies greatly, with the United States, United Kingdom, and Canada sustaining the majority of casualties in intensive combat operations, with other contributors sustaining significantly less. As of early 2010, there were at least 700 military bases inside Afghanistan but more were expected to be built in the coming years. About 400 of these were used by American‐led NATO forces and 300 by ANSF.","The International Security Assistance Force (ISAF) is a NATO -led security mission in Afghanistan that was established by the United Nations Security Council in December 2001 by Resolution 1386 , as envisaged by the Bonn Agreement . Its main purpose is to train the Afghan National Security Forces (ANSF) and assist Afghanistan in rebuilding key government institutions but is also engaged in the 2001-present war with insurgent groups . ISAF was initially charged with securing Kabul and surrounding areas from the Taliban , al Qaeda and factional warlords, so as to allow for the establishment of the Afghan Transitional Administration headed by Hamid Karzai . In October 2003, the UN Security Council authorized the expansion of the ISAF mission throughout Afghanistan, and ISAF subsequently expanded the mission in four main stages over the whole of the country. From 2006 to 2011, ISAF had been involved in increasingly more intensive combat operations in southern and eastern Afghanistan. Troop contributors include from the United States , United Kingdom , NATO member states and a number of other countries . The intensity of the combat faced by contributing nations varies greatly, with the United States, United Kingdom, and Canada sustaining the majority of casualties in intensive combat operations, with other contributors sustaining significantly less. As of early 2010, there were at least 700 military bases inside Afghanistan but more were expected to be built in the coming years. About 400 of these were used by American‐led NATO forces and 300 by ANSF.",false,unrelated,unrelated,97.98500341700128
Q2344,what was Coco Chanel's real first name?,Coco Chanel,"Gabrielle ""Coco"" Bonheur Chanel (August 19, 1883 – January 10, 1971) was a French fashion designer and founder of the Chanel brand. She was the only fashion designer to appear on Time magazine's list of the 100 most influential people of the 20th century . Along with Paul Poiret , Chanel was credited with liberating women from the constraints of the "" corseted silhouette"" and popularizing the acceptance of a sportive, casual chic as the feminine standard in the post- World War I era. A prolific fashion creator, Chanel's influence extended beyond couture clothing. Her design aesthetic was realized in jewelry , handbags , and fragrance. Her signature scent, Chanel No. 5 , has become an iconic product. Chanel was known for her lifelong determination, ambition and energy which she applied to her professional and social life. She achieved both success as a businesswoman and social prominence thanks to the connections she made through her work. These included many artists and craftspeople to whom she became a patron. However, Chanel's highly competitive, opportunistic personality led her to make questionable life choices which have generated controversy around her reputation, particularly her behaviour during the German occupation of France in World War II .","GABRIELLE ""COCO"" BONHEUR CHANEL (AUGUST 19, 1883 – JANUARY 10, 1971) WAS A FRENCH FASHION DESIGNER AND FOUNDER OF THE CHANEL BRAND. She was the only fashion designer to appear on Time magazine's list of the 100 most influential people of the 20th century . Along with Paul Poiret , Chanel was credited with liberating women from the constraints of the "" corseted silhouette"" and popularizing the acceptance of a sportive, casual chic as the feminine standard in the post- World War I era. A prolific fashion creator, Chanel's influence extended beyond couture clothing. Her design aesthetic was realized in jewelry , handbags , and fragrance. Her signature scent, Chanel No. 5 , has become an iconic product. Chanel was known for her lifelong determination, ambition and energy which she applied to her professional and social life. She achieved both success as a businesswoman and social prominence thanks to the connections she made through her work. These included many artists and craftspeople to whom she became a patron. However, Chanel's highly competitive, opportunistic personality led her to make questionable life choices which have generated controversy around her reputation, particularly her behaviour during the German occupation of France in World War II .",true,relevant,unrelated,2.1606059159967117
Q2088,what is another name for the large intestine,Large intestine,"The large intestine (or bowel, colon) is the last part of the digestive system in vertebrate animals . Its function is to absorb water from the remaining indigestible food matter, and then to pass useless waste material from the body. This article is primarily about the human gut, though the information about its processes are directly applicable to most mammals. The large intestine consists of the cecum , rectum and anal canal . It starts in the right iliac region of the pelvis , just at or below the right waist , where it is joined to the bottom end of the small intestine . From here it continues up the abdomen , then across the width of the abdominal cavity, and then it turns down, continuing to its endpoint at the anus . The large intestine is about long, which is about one-fifth of the whole length of the intestinal canal . In Terminologia Anatomica the large intestine includes the cecum, colon, rectum, and anal canal. However, some sources exclude the anal canal.","THE LARGE INTESTINE (OR BOWEL, COLON) IS THE LAST PART OF THE DIGESTIVE SYSTEM IN VERTEBRATE ANIMALS . Its function is to absorb water from the remaining indigestible food matter, and then to pass useless waste material from the body. This article is primarily about the human gut, though the information about its processes are directly applicable to most mammals. The large intestine consists of the cecum , rectum and anal canal . It starts in the right iliac region of the pelvis , just at or below the right waist , where it is joined to the bottom end of the small intestine . From here it continues up the abdomen , then across the width of the abdominal cavity, and then it turns down, continuing to its endpoint at the anus . The large intestine is about long, which is about one-fifth of the whole length of the intestinal canal . In Terminologia Anatomica the large intestine includes the cecum, colon, rectum, and anal canal. However, some sources exclude the anal canal.",true,relevant,relevant,2.4486805830019875
Q1367,what state is new england in,New England,"Autumn in New England, watercolor, Maurice Prendergast . Ca. 1910–1913 Fall foliage in the town of Stowe, Vermont New England is a region in the northeastern corner of the United States consisting of the six states of Maine , New Hampshire , Vermont , Massachusetts , Rhode Island , and Connecticut . New England is bordered by New York state to the southwest, Quebec to the northwest, and New Brunswick and the Atlantic Ocean to the east. In one of the earliest English settlements in North America, Pilgrims from England first settled in New England in 1620, to form Plymouth Colony . Ten years later, the Puritans settled north of Plymouth Colony in Boston , thus forming Massachusetts Bay Colony . Over the next 130 years, New England fought in four French and Indian Wars , until the British defeated the French and their native allies in North America. In the late 18th century, the New England Colonies initiated the resistance to the British Parliament's efforts to impose new taxes without the consent of the colonists . The Boston Tea Party was a protest to which Great Britain responded with a series of punitive laws stripping Massachusetts of self-government, which were termed the "" Intolerable Acts "" by the colonists. The confrontation led to open warfare in 1775, the expulsion of the British authorities from New England in spring 1776, and the Declaration of Independence in July 1776. Some of the first movements of American literature , philosophy , and education originated in New England. The region played a prominent role in the movement to abolish slavery , and was the first region of the United States to be transformed by the Industrial Revolution . Today, New England is a major world center of education, high technology, insurance, and medicine. Boston is its cultural, financial, educational, medical and transportation center. Each state is principally subdivided into small incorporated municipalities known as New England towns , which are often governed by town meeting . The only unincorporated territory in New England exists in the sparse, northern regions of Vermont, New Hampshire, and Maine. Since 1970, voters have more often supported liberal candidates at the state and federal level than those of any other region in the United States. New England is the only one of the United States Census Bureau 's nine regional divisions whose name does not derive from its geography, and it is the only multi-state region with clear, consistent boundaries. It maintains a strong sense of cultural identity set apart from the rest of the country, although the terms of this identity are often contested, combining Puritanism with liberalism, agrarian life with industry, and isolation with immigration.","Autumn in New England, watercolor, Maurice Prendergast . Ca. 1910–1913 Fall foliage in the town of Stowe, Vermont NEW ENGLAND IS A REGION IN THE NORTHEASTERN CORNER OF THE UNITED STATES CONSISTING OF THE SIX STATES OF MAINE , NEW HAMPSHIRE , VERMONT , MASSACHUSETTS , RHODE ISLAND , AND CONNECTICUT . New England is bordered by New York state to the southwest, Quebec to the northwest, and New Brunswick and the Atlantic Ocean to the east. In one of the earliest English settlements in North America, Pilgrims from England first settled in New England in 1620, to form Plymouth Colony . Ten years later, the Puritans settled north of Plymouth Colony in Boston , thus forming Massachusetts Bay Colony . Over the next 130 years, New England fought in four French and Indian Wars , until the British defeated the French and their native allies in North America. In the late 18th century, the New England Colonies initiated the resistance to the British Parliament's efforts to impose new taxes without the consent of the colonists . The Boston Tea Party was a protest to which Great Britain responded with a series of punitive laws stripping Massachusetts of self-government, which were termed the "" Intolerable Acts "" by the colonists. The confrontation led to open warfare in 1775, the expulsion of the British authorities from New England in spring 1776, and the Declaration of Independence in July 1776. Some of the first movements of American literature , philosophy , and education originated in New England. The region played a prominent role in the movement to abolish slavery , and was the first region of the United States to be transformed by the Industrial Revolution . Today, New England is a major world center of education, high technology, insurance, and medicine. Boston is its cultural, financial, educational, medical and transportation center. Each state is principally subdivided into small incorporated municipalities known as New England towns , which are often governed by town meeting . The only unincorporated territory in New England exists in the sparse, northern regions of Vermont, New Hampshire, and Maine. Since 1970, voters have more often supported liberal candidates at the state and federal level than those of any other region in the United States. New England is the only one of the United States Census Bureau 's nine regional divisions whose name does not derive from its geography, and it is the only multi-state region with clear, consistent boundaries. It maintains a strong sense of cultural identity set apart from the rest of the country, although the terms of this identity are often contested, combining Puritanism with liberalism, agrarian life with industry, and isolation with immigration.",true,relevant,relevant,3.497240457996668
Q2318,who is norah jones parents,Norah Jones,"Norah Jones (born Geetali Norah Jones Shankar; March 30, 1979) is an American singer-songwriter, pianist, and actress. She is the daughter of Indian sitar player Ravi Shankar and Sue Jones. She is also Anoushka Shankar 's half-sister. In 2002, she launched her solo music career with the release of the commercially successful and critically acclaimed album Come Away with Me , a fusion of country music and pop with elements of jazz which was certified diamond album, selling over 26 million copies. The record earned Jones five Grammy Awards , including the Album of the Year , Record of the Year , and Best New Artist . Her subsequent studio albums, Feels Like Home , released in 2004, Not Too Late , released in 2007, the same year she made her film debut in My Blueberry Nights , and her 2009 release The Fall all gained Platinum status, selling over a million copies and were generally well received by critics. Jones' fifth studio album, Little Broken Hearts , was released on April 27, 2012. Jones has won nine Grammy Awards and was 60th on Billboard magazine's artists of the 2000–2009 decade chart. Throughout her career, Jones has won numerous awards and has sold more than 50 million albums worldwide. Billboard named her the top jazz artist of the 2000–2009 decade.","Norah Jones (born Geetali Norah Jones Shankar; March 30, 1979) is an American singer-songwriter, pianist, and actress. SHE IS THE DAUGHTER OF INDIAN SITAR PLAYER RAVI SHANKAR AND SUE JONES. She is also Anoushka Shankar 's half-sister. In 2002, she launched her solo music career with the release of the commercially successful and critically acclaimed album Come Away with Me , a fusion of country music and pop with elements of jazz which was certified diamond album, selling over 26 million copies. The record earned Jones five Grammy Awards , including the Album of the Year , Record of the Year , and Best New Artist . Her subsequent studio albums, Feels Like Home , released in 2004, Not Too Late , released in 2007, the same year she made her film debut in My Blueberry Nights , and her 2009 release The Fall all gained Platinum status, selling over a million copies and were generally well received by critics. Jones' fifth studio album, Little Broken Hearts , was released on April 27, 2012. Jones has won nine Grammy Awards and was 60th on Billboard magazine's artists of the 2000–2009 decade chart. Throughout her career, Jones has won numerous awards and has sold more than 50 million albums worldwide. Billboard named her the top jazz artist of the 2000–2009 decade.",true,relevant,relevant,2.3004388329936774
